Id,Temperature (K),Pressure (kPa),N Components,Component 1,Mole Fraction 1,Component 2,Mole Fraction 2,Reference ExcessMolarVolume Value (cm ** 3 / mol),Reference ExcessMolarVolume Uncertainty (cm ** 3 / mol),Estimated ExcessMolarVolume Value (cm ** 3 / mol),Estimated ExcessMolarVolume Uncertainty (cm ** 3 / mol),Environment 1,Environment 2
e1af246b445d43849d049273d571ed6c,291.15,101.0,2,CCCOC(C)=O,0.7697,CCCCC,0.2303,0.01086029502000585,0.0,-0.3828271283108148,0.033351657739173146,ester,alkane
062dce9ea415415ca72109c327620444,291.15,101.0,2,CCCOC(C)=O,0.2734,CCCCC,0.7266,0.1927969442912456,0.0,-0.33722701847584785,0.05977872276752519,ester,alkane
21079834c8f24610a1adc05564d55b81,298.15,101.0,2,CCCOC(C)=O,0.4881,CCCCC,0.5119,0.09804040619675193,0.0,-0.6486896844350266,0.05225710289693858,ester,alkane
4e46a7c8e5ef44baa72fda9c25eb87b9,318.15,101.0,2,CCCCOC=O,0.752,CCCCCCC,0.248,0.5209426425147186,0.0,-0.041829510382945835,0.046984859642059215,ester,alkane
99047019f9194897988aa6becf5e9341,308.15,101.0,2,CCCCOC=O,0.2514,CCCCCCC,0.7486,0.6336596776826013,0.0,0.27732618301157674,0.06145377399868447,ester,alkane
dac6b284255c47c0b1e877ed79bf2a24,298.15,101.0,2,CCCCOC=O,0.5012,CCCCCCC,0.4988,0.7065657359560191,0.0,0.18062219467592566,0.04567719288936374,ester,alkane
5beb8472249a43c8bdc5c8645777b8a4,318.15,101.0,2,CCCOC(C)=O,0.2642,CCCCCC,0.7358,0.6861448920629556,0.0,0.12075296423930129,0.05612773284177795,ester,alkane
6bc5b6d79b7041dfb9266ec547960940,318.15,101.0,2,CCCOC(C)=O,0.7426,CCCCCC,0.2574,0.4754298986699013,0.0,-0.08039317899422205,0.04784510027462082,ester,alkane
55fc105cf3e048fb9593f4fdd8d51527,291.15,101.0,2,CCCOC(C)=O,0.5117,CCCCCC,0.4883,0.5795159968050498,0.0,0.003271581545596453,0.044267715877810615,ester,alkane
6020f0b1551c49298e78cb23de7c537c,298.15,101.0,2,CCCOC(C)=O,0.7446,CCCCCCC,0.2554,0.5958224958309871,0.0,0.21782049957003397,0.0420720518170676,ester,alkane
4452d258f07448c8ab272023da16770b,318.15,101.3,2,CCCOC(C)=O,0.2463,CCCCCCC,0.7537,0.7679999999999999,0.0,0.5886814270572096,0.06134764987225229,ester,alkane
8b106b05db5140ccb4d80e1725817b47,298.15,101.0,2,CCCOC(C)=O,0.5062,CCCCCCC,0.4938,0.8231619142739675,0.0,0.36231431177689577,0.0467938612299864,ester,alkane
b6e11d67f58245fc977f972311a50cc4,318.15,101.0,2,CCCOC=O,0.5019,CCCCCCC,0.4981,1.1442253646889924,0.0,0.4924559817837558,0.05438000950325776,ester,alkane
6b8ad1e9e39a465a87d159d69d865b5b,298.15,101.0,2,CCCOC=O,0.7497,CCCCCCC,0.2503,0.6969632454031682,0.0,0.17611629995023664,0.03979703367405527,ester,alkane
e328d2fa78dc4752b283246db9084cd4,298.15,101.0,2,CCCOC=O,0.2535,CCCCCCC,0.7465,0.8115357877558579,0.0,0.5806908249981794,0.05273132489872473,ester,alkane
347b89d928274883b7d2f7397062e9a8,318.15,101.3,2,CCCCOC=O,0.746,CCCCCC,0.254,0.3988143682824728,0.0,-0.22934166608527387,0.05247927456783071,ester,alkane
8f3fdb003e5f4de8bb0c810682a0e7b5,291.15,101.3,2,CCCCOC=O,0.5021,CCCCCC,0.4979,0.4638388992560465,0.0,-0.21726729462034833,0.04754870527069118,ester,alkane
e06474fa358d47caa59d1064dca8d9e7,291.15,101.3,2,CCCCOC=O,0.249,CCCCCC,0.7509999999999999,0.4536490354743563,0.0,0.036005455941431466,0.05423298464547937,ester,alkane
112c50b4fc6244569db0455d3856d68c,298.15,101.0,2,CCCCC,0.2471,CCCCOC=O,0.7529,-0.05171701729561562,0.0,-0.6196781221428551,0.041656164975451264,alkane,ester
a0f2eb07741e49adb440ffea7c7162ba,291.15,101.0,2,CCCCC,0.7972,CCCCOC=O,0.2028,0.24573799319254874,0.0,-0.3519922017458665,0.06277805257905965,alkane,ester
d976ab1d1af84be1aac7bba3f686f4ce,291.15,101.0,2,CCCCC,0.4971,CCCCOC=O,0.5029,0.10154213645274268,0.0,-0.8528079060367972,0.04840955769854627,alkane,ester
6267d0faae2440f5b0a439084719647a,291.15,101.3,2,CCCOC=O,0.7473,CCCCCC,0.2527,0.4817732566094435,0.0,0.0004647932514554348,0.0348394469824653,ester,alkane
9c4dcb498eb14734b651eaad48175be9,291.15,101.3,2,CCCOC=O,0.5017,CCCCCC,0.4983,0.7526104338363524,0.0,0.1436011940637374,0.04247500984038231,ester,alkane
57c48270c36f4d44b2a55ca5fb7cf900,291.15,101.3,2,CCCOC=O,0.248,CCCCCC,0.752,0.6908791558128229,0.0,0.29145703230444514,0.05596990021935146,ester,alkane
c405286b05704cc185d5713a677dd716,298.15,101.0,2,CCCCC,0.2403,CCCOC=O,0.7597,0.2125088389231564,0.0,-0.503925517275011,0.04484460823705196,alkane,ester
0ab00fcc7d0448ea8ffe62764a8bb608,298.15,101.0,2,CCCCC,0.5118,CCCOC=O,0.4882,0.498495244724829,0.0,-0.59384363078082,0.04913691848552692,alkane,ester
7882bc0848e841aba70e19c0517eeb5d,298.15,101.0,2,CCCCC,0.7475,CCCOC=O,0.2525,0.5697318336478041,0.0,-0.3429094436732184,0.062098898399515184,alkane,ester
4fd5504e851647bb8f14e09ef09e631c,298.15,101.3,2,CCCCC(=O)OC,0.2867,CCCCCCC,0.7133,0.4788202692874109,0.0,0.21798064649524376,0.05827588801119094,ester,alkane
2f72d96488ad4d518b86ae6815f82c75,298.15,101.3,2,CCCCC(=O)OC,0.7607,CCCCCCC,0.2393,0.3350828232657577,0.0,-0.016017667244704138,0.04387372714624249,ester,alkane
7cb7467e894447b08840fef1296ab020,298.15,101.3,2,CCCCC(=O)OC,0.4931,CCCCCCC,0.5069,0.5064963541126133,0.0,0.1299987700546651,0.04731216226651987,ester,alkane
